name,cpumark,single_thread,cores,threads
ARM Cortex-X1 4 Core 0 MHz,2326.0,1118.0,4,2
ARM Cortex-X1 4 Core 1803 MHz,2348.0,1159.0,4,2
ARM Cortex-X1C 4 Core 2438 MHz,6007.0,1244.0,4,2
ARM D2000/8 8 Core 2300 MHz,2674.0,589.0,8,1
ARM Falkor V1/Kryo 4 Core 1612 MHz,1325.0,471.0,4,2
ARM Falkor V1/Kryo 8 Core 1900 MHz,1652.0,542.0,8,1
ARM Falkor-V1/Kryo 4 Core 1900 MHz,1656.0,545.0,4,2
ARM Firestorm 4 Core 2064 MHz,7804.0,2941.0,4,2
ARM Firestorm 8 Core 2064 MHz,6775.0,2804.0,8,1
ARM Firestorm-M1 4 Core 2064 MHz,7752.0,2948.0,4,2
ARM Firestorm-M1-Pro 8 Core 2064 MHz,9872.0,2999.0,8,1
ARM FT-2000+/64 64 Core 0 MHz,9605.0,559.0,64,1
ARM FT-2000/4 4 Core 2200 MHz,881.0,565.0,4,1
ARM FTC662 64 Core 0 MHz,8008.0,566.0,64,1
ARM FTC663 8 Core 0 MHz,2408.0,518.0,8,1
"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",9496.0,733.0,24,1
ARM Krait 4 Core 0 MHz,393.0,203.0,4,1
ARM Kryo V2 4 Core 2016 MHz,651.0,282.0,4,1
ARM Kryo-3XX-Gold 4 Core 1766 MHz,2222.0,877.0,4,2
ARM Kryo-3XX-Gold 8 Core 1766 MHz,2372.0,870.0,8,1
ARM Kryo-4XX-Gold 1 Core 0 MHz,769.0,956.0,1,1
ARM Kryo-4XX-Gold 8 Core 0 MHz,3864.0,1193.0,8,1
ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531.0,1128.0,8,1
ARM Kryo-4XX-Silver 4 Core 1766 MHz,3696.0,1204.0,4,2
ARM Kryo-4XX-Silver 4 Core 1804 MHz,3172.0,1296.0,4,2
ARM Kunpeng-920 16 Core 0 MHz,7202.0,738.0,16,1
ARM Kunpeng-920 24 Core 0 MHz,8870.0,753.0,24,1
ARM Kunpeng-920 24 Core 2600 MHz,9841.0,737.0,24,1
ARM Kunpeng-920 8 Core 0 MHz,3989.0,735.0,8,1
ARM Kunpeng-920 8 Core 2600 MHz,3910.0,735.0,8,1
ARM Neoverse-N1 1 Core 0 MHz,724.0,1127.0,1,1
ARM Neoverse-N1 10 Core 0 MHz,7390.0,1301.0,10,1
ARM Neoverse-N1 12 Core 0 MHz,8994.0,1290.0,12,1
ARM Neoverse-N1 128 Core 2600 MHz,35265.0,1160.0,128,1
ARM Neoverse-N1 128 Core 2800 MHz,43111.0,1239.0,128,1
ARM Neoverse-N1 128 Core 3000 MHz,39780.0,1329.0,128,1
ARM Neoverse-N1 16 Core 0 MHz,11451.0,1301.0,16,1
ARM Neoverse-N1 2 Core 0 MHz,1516.0,1270.0,2,1
ARM Neoverse-N1 3 Core 0 MHz,2385.0,1318.0,3,1
ARM Neoverse-N1 32 Core 0 MHz,17384.0,1106.0,32,1
ARM Neoverse-N1 32 Core 1700 MHz,11841.0,755.0,32,1
ARM Neoverse-N1 4 Core 0 MHz,3117.0,1301.0,4,1
ARM Neoverse-N1 48 Core 0 MHz,27266.0,1323.0,48,1
ARM Neoverse-N1 5 Core 0 MHz,3981.0,1325.0,5,1
ARM Neoverse-N1 6 Core 0 MHz,4575.0,1295.0,6,1
ARM Neoverse-N1 60 Core 0 MHz,30828.0,1311.0,60,1
ARM Neoverse-N1 64 Core 0 MHz,28040.0,1093.0,64,1
ARM Neoverse-N1 64 Core 2200 MHz,20250.0,917.0,64,1
ARM Neoverse-N1 64 Core 3000 MHz,17515.0,1339.0,64,1
ARM Neoverse-N1 8 Core 0 MHz,5976.0,1272.0,8,1
ARM Neoverse-N1 80 Core 0 MHz,34878.0,1320.0,80,1
ARM Neoverse-N1 80 Core 2600 MHz,18823.0,1127.0,80,1
ARM Neoverse-N1 80 Core 2800 MHz,11755.0,434.0,80,1
ARM Neoverse-N1 80 Core 3000 MHz,34788.0,1328.0,80,1
ARM Neoverse-N1 96 Core 2800 MHz,29890.0,1248.0,96,1
ARM Neoverse-N2 16 Core 0 MHz,14636.0,1872.0,16,1
ARM Neoverse-N2 2 Core 0 MHz,1987.0,1874.0,2,1
ARM Neoverse-N2 4 Core 0 MHz,4002.0,1874.0,4,1
ARM Neoverse-N2 8 Core 2500 MHz,5544.0,1361.0,8,1
ARM Neoverse-V1 1 Core 0 MHz,785.0,1472.0,1,1
ARM Neoverse-V1 16 Core 0 MHz,11519.0,1554.0,16,1
ARM Neoverse-V1 2 Core 0 MHz,1567.0,1542.0,2,1
ARM Neoverse-V1 4 Core 0 MHz,3084.0,1552.0,4,1
ARM Neoverse-V2 1 Core 0 MHz,944.0,1841.0,1,1
ARM Neoverse-V2 2 Core 0 MHz,1995.0,1941.0,2,1
ARM Neoverse-V2 4 Core 0 MHz,3940.0,1925.0,4,1
ARM Neoverse-V2 72 Core 3411 MHz,56432.0,2294.0,72,1
ARM Neoverse-V2 72 Core 3447 MHz,57299.0,2311.0,72,1
ARM Neoverse-V2 72 Core 3465 MHz,57369.0,2328.0,72,1
ARM Neoverse-V2 72 Core 3519 MHz,57240.0,2340.0,72,1
ARM Neoverse-V2 96 Core 0 MHz,56557.0,1933.0,96,1
ARM Oryon 12 Core 3417 MHz,14036.0,2906.0,12,1
ARM Oryon 8 Core 0 MHz,4955.0,1038.0,8,1
ARM Phytium D3000 8 Core 2500 MHz,5528.0,1247.0,8,1
ARM phytium FT1500a 4 Core 2000 MHz,1579.0,716.0,4,1
ARM Phytium FTC303 2 Core 1800 MHz,786.0,442.0,2,2
"ARM Phytium,D2000/8 8 Core 2000 MHz",2409.0,513.0,8,1
"ARM Phytium,D2000/8 8 Core 2300 MHz",2690.0,591.0,8,1
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2522.0,587.0,8,1
"ARM Phytium,FT-2000/4 4 Core 0 MHz",1658.0,684.0,4,1
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720.0,603.0,8,1
"ARM Phytium,FT-D3000 8 Core 2500 MHz",5601.0,1250.0,8,1
ARM Phytium-D3000M 8-C 8 Core 1800 MHz,4541.0,1291.0,8,1
ARM X-Gene 32 Core 3000 MHz,8202.0,608.0,32,1
ARM X-Gene 32 Core 3300 MHz,8684.0,583.0,32,1
ARM X-Gene 8 Core 0 MHz,1091.0,394.0,8,1
ASUS Tinker Board 2/2S,1771.0,910.0,6,1
Athlon 64 Dual Core 3800+,736.0,653.0,2,1
Athlon 64 Dual Core 5000+,850.0,924.0,2,1
Athlon 64 Dual Core 5600+,875.0,993.0,2,1
Athlon Dual Core 4050e,670.0,744.0,2,1
Athlon Dual Core 4450e,681.0,792.0,2,1
Athlon Dual Core 4850e,769.0,861.0,2,1
BCM2711,852.0,607.0,4,1
BCM2712,3284.0,1464.0,4,1
BCM2835,1239.0,700.0,4,1
Broadcom BCM2712,4376.0,1810.0,4,1
Broadcom STB (Flattened Device Tree),659.0,412.0,4,1
C-QuadCore C4600@2.0GHz,1412.0,551.0,4,1
Celeron Dual-Core T3000 @ 1.80GHz,650.0,692.0,2,1
Celeron Dual-Core T3100 @ 1.90GHz,625.0,662.0,2,1
Celeron Dual-Core T3300 @ 2.00GHz,633.0,711.0,2,1
Celeron Dual-Core T3500 @ 2.10GHz,764.0,849.0,2,1
CentaurHauls @2000MHz,6549.0,1118.0,8,1
CentaurHauls @2400MHz,7784.0,1345.0,8,1
CentaurHauls @2500MHz,8014.0,1381.0,8,1
CIX P1 CD8180,9277.0,1376.0,12,1
CIX P1 CP8180,9892.0,1474.0,12,1
Common KVM v2,2127.0,2566.0,1,1
Cortex-A76,51.0,32.0,4,1
DG1201SLF87HW,2369.0,567.0,8,1
DG1301SML87HY,3624.0,727.0,8,1
DG1401SNF87ID,3645.0,659.0,8,1
DG1701SNF87IG,2981.0,559.0,8,1
DO-Regular,1077.0,1273.0,1,1
Dragonwing - IQX7181 - Qualcomm Oryon,27017.0,2888.0,12,1
Dragonwing QCS5430,4650.0,1695.0,8,1
Dragonwing QCS6490,6158.0,1974.0,8,1
Dual-Core AMD Opteron 1220 SE,748.0,900.0,2,1
Embedded Ryzen V4728X,24000.0,4015.0,4,2
Essgoo,497.0,349.0,4,1
Fabrikams XY9 @ 3.15 GHz,6715.0,1885.0,8,1
Firestorm-M1,4295.0,1541.0,4,1
General Purpose,3396.0,1943.0,1,2
Generic DT based system,639.0,461.0,4,1
Giada JHS558 (Android),2022.0,835.0,6,1
Google GS201,7202.0,2235.0,8,1
Google R11 BtWifi Evt1.1,187.0,240.0,2,1
Google Tensor,6700.0,2270.0,8,1
Google Tensor G3,8036.0,2382.0,9,1
Google Tensor G4,8235.0,2712.0,8,1
Google Tensor G5,12135.0,3601.0,8,1
Grandstream GXV3480 Video Phone,1078.0,503.0,4,1
Hardkernel ODROID-N2Plus,2115.0,888.0,6,1
"Haydn based on Qualcomm Technologies, Inc SM8350",5425.0,1901.0,8,1
hi3751,513.0,259.0,4,1
hi6210sft,796.0,269.0,8,1
hi6250,2200.0,660.0,8,1
hi6620oem,396.0,321.0,4,1
High Performance Datacenter v,1610.0,1595.0,1,1
HiSilicon Kirin,6490.0,2276.0,8,1
HiSilicon Kirin 20,4929.0,2092.0,8,1
HiSilicon Kirin 659,1893.0,670.0,8,1
HiSilicon Kirin 710,3016.0,1086.0,8,1
Hisilicon Kirin 925,1053.0,398.0,8,1
Hisilicon Kirin 930,1415.0,430.0,8,1
Hisilicon Kirin 935,1599.0,352.0,8,1
HiSilicon Kirin 950,2660.0,826.0,8,1
Hisilicon Kirin 955,2491.0,633.0,8,1
HiSilicon Kirin 960,2897.0,1101.0,8,1
HiSilicon Kirin 970,2908.0,1110.0,8,1
Hisilicon Kirin 990,4021.0,1667.0,4,1
Hisilicon Kirin710,2447.0,941.0,8,1
Hisilicon Kirin810,2945.0,1515.0,8,1
Hisilicon Kirin820,4368.0,1494.0,8,1
Hisilicon Kirin9000,5083.0,2490.0,8,1
Hisilicon Kirin970,2692.0,919.0,8,1
Hisilicon Kirin980,4394.0,1742.0,8,1
Hisilicon Kirin985,4162.0,1823.0,8,1
HP Hexa-Core 2.0GHz,1741.0,804.0,4,1
Hygon C86 3185 8-core,9243.0,1881.0,8,2
Hygon C86 3250 8-core,11365.0,1728.0,8,2
Hygon C86 3330 4-core,6031.0,1702.0,4,2
Hygon C86 3350 8-core,12795.0,1716.0,8,2
Hygon C86 3350E 8-core,10771.0,1609.0,8,2
Hygon C86 3350M 8-core,4801.0,1022.0,8,2
Hygon C86 52xx series,4080.0,1287.0,4,1
Hygon C86 7255 16-core,18831.0,1490.0,16,1
Hygon C86-3G,12691.0,1648.0,8,2
Hygon C86-3G (OPN 3350M),4660.0,964.0,8,2
Hygon C86-3G (OPN:3350),11656.0,1715.0,8,2
Hygon C86-3G (OPN:3350M),4742.0,1015.0,8,2
Hygon C86-3G-3G (OPN:3350),11712.0,1226.0,8,2
Hygon C86-4G (OPN:3450M),16306.0,2221.0,8,2
Hygon C86-4G (OPN:3490),21968.0,1745.0,16,2
Hygon C86-4G (OPN:5440),21230.0,1738.0,16,2
Hygon Dhyana,9784.0,1668.0,4,2
Intel 2.80GHz,341.0,456.0,2,1
Intel 300,7255.0,3207.0,2,2
Intel 300T,5567.0,2691.0,2,2
Intel Atom 230 @ 1.60GHz,169.0,185.0,1,2
Intel Atom 330 @ 1.60GHz,381.0,265.0,2,2
Intel Atom C1110,3170.0,1233.0,4,1
Intel Atom C2338 @ 1.74GHz,584.0,233.0,2,1
Intel Atom C2350 @ 1.74GHz,531.0,505.0,2,1
Intel Atom C2358 @ 1.74GHz,562.0,423.0,2,1
Intel Atom C2538 @ 2.40GHz,968.0,567.0,4,1
Intel Atom C2550 @ 2.40GHz,1422.0,554.0,4,1
Intel Atom C2558 @ 2.40GHz,1424.0,512.0,4,1
Intel Atom C2750 @ 2.40GHz,2787.0,693.0,8,1
Intel Atom C2750 @ 2.41GHz,2174.0,291.0,8,1
Intel Atom C2758 @ 2.40GHz,2317.0,571.0,8,1
Intel Atom C3338 @ 1.50GHz,1028.0,806.0,2,1
Intel Atom C3508 @ 1.60GHz,1831.0,628.0,4,1
Intel Atom C3538 @ 2.10GHz,1910.0,747.0,4,1
Intel Atom C3558 @ 2.20GHz,2431.0,856.0,4,1
Intel Atom C3708 @ 1.70GHz,3750.0,681.0,8,1
Intel Atom C3758 @ 2.20GHz,4803.0,872.0,8,1
Intel Atom C3758R @ 2.40GHz,5098.0,955.0,8,1
Intel Atom C3808 @ 2.00GHz,5671.0,801.0,12,1
Intel Atom C3858 @ 2.00GHz,5040.0,702.0,12,1
Intel Atom C3958 @ 2.00GHz,3929.0,737.0,16,1
Intel Atom C5125,8631.0,1486.0,8,1
Intel Atom C5315,2980.0,1284.0,4,1
Intel Atom D2500 @ 1.86GHz,251.0,327.0,2,1
Intel Atom D2550 @ 1.86GHz,428.0,326.0,2,2
Intel Atom D2560 @ 2.00GHz,433.0,353.0,2,2
Intel Atom D2700 @ 2.13GHz,467.0,368.0,2,2
Intel Atom D2701 @ 2.13GHz,515.0,384.0,2,2
Intel Atom D410 @ 1.66GHz,180.0,241.0,1,2
Intel Atom D425 @ 1.80GHz,185.0,270.0,1,2
Intel Atom D510 @ 1.66GHz,406.0,293.0,2,2
Intel Atom D525 @ 1.80GHz,402.0,296.0,2,2
Intel Atom E3805 @ 1.33GHz,406.0,376.0,2,1
Intel Atom E3815 @ 1.46GHz,193.0,273.0,1,1
Intel Atom E3825 @ 1.33GHz,378.0,309.0,2,1
Intel Atom E3826 @ 1.46GHz,334.0,397.0,2,1
Intel Atom E3827 @ 1.74GHz,480.0,471.0,2,1
Intel Atom E3840 @ 1.91GHz,704.0,477.0,4,1
Intel Atom E3845 @ 1.91GHz,1071.0,536.0,4,1
Intel Atom E3900 @ 1.60GHz,1953.0,675.0,4,1
Intel Atom N2100 @ 1.60GHz,193.0,287.0,1,2
Intel Atom N2600 @ 1.60GHz,344.0,277.0,2,2
Intel Atom N270 @ 1.60GHz,136.0,174.0,1,2
Intel Atom N280 @ 1.66GHz,157.0,234.0,1,2
Intel Atom N2800 @ 1.86GHz,444.0,319.0,2,2
Intel Atom N435 @ 1.33GHz,153.0,220.0,1,2
Intel Atom N450 @ 1.66GHz,206.0,281.0,1,2
Intel Atom N455 @ 1.66GHz,188.0,266.0,1,2
Intel Atom N470 @ 1.83GHz,224.0,306.0,1,2
Intel Atom N475 @ 1.83GHz,179.0,281.0,1,2
Intel Atom N550 @ 1.50GHz,304.0,239.0,2,2
Intel Atom N570 @ 1.66GHz,360.0,276.0,2,2
Intel Atom P5322,7378.0,1198.0,8,1
Intel Atom P5342,13085.0,1185.0,16,1
Intel Atom P5362,17276.0,1193.0,24,1
Intel Atom S1260 @ 2.00GHz,526.0,313.0,2,2
Intel Atom T5700 @ 1.70GHz,2363.0,906.0,4,1
Intel Atom x5-E3930 @ 1.30GHz,865.0,607.0,2,1
Intel Atom x5-E3940 @ 1.60GHz,1816.0,663.0,4,1
Intel Atom x5-E8000 @ 1.04GHz,990.0,517.0,4,1
Intel Atom x5-Z8300 @ 1.44GHz,843.0,460.0,4,1
Intel Atom x5-Z8330 @ 1.44GHz,800.0,457.0,4,1
Intel Atom x5-Z8350 @ 1.44GHz,894.0,471.0,4,1
Intel Atom x5-Z8500 @ 1.44GHz,1245.0,629.0,4,1
Intel Atom x5-Z8550 @ 1.44GHz,1143.0,664.0,4,1
Intel Atom x6211E @ 1.20GHz,1695.0,1304.0,2,1
Intel Atom x6211E @ 1.30GHz,1762.0,1170.0,2,1
Intel Atom x6214RE @ 1.40GHz,1109.0,754.0,2,1
Intel Atom x6413E @ 1.50GHz,3783.0,1469.0,4,1
Intel Atom x6414RE @ 1.50GHz,2128.0,721.0,4,1
Intel Atom x6425E @ 2.00GHz,3675.0,1393.0,4,1
Intel Atom x6425RE @ 1.90GHz,2819.0,997.0,4,1
Intel Atom x6427FE @ 1.90GHz,3196.0,1016.0,4,1
Intel Atom x7-E3950 @ 1.60GHz,2071.0,741.0,4,1
Intel Atom x7-Z8700 @ 1.60GHz,1322.0,647.0,4,1
Intel Atom x7-Z8750 @ 1.60GHz,1294.0,661.0,4,1
Intel Atom x7211E,2610.0,1497.0,2,1
Intel Atom x7211RE,2188.0,1364.0,2,1
Intel Atom x7213RE,2594.0,1563.0,2,1
Intel Atom x7405C,5218.0,1675.0,4,1
Intel Atom x7425E,5368.0,1891.0,4,1
Intel Atom x7433RE,4137.0,1537.0,4,1
Intel Atom x7809C,9409.0,1462.0,8,1
Intel Atom x7835RE,7062.0,1611.0,8,1
Intel Atom Z2760 @ 1.80GHz,298.0,206.0,2,2
Intel Atom Z3530 @ 1.33GHz,565.0,368.0,4,1
Intel Atom Z3560 @ 1.00GHz,749.0,486.0,4,1
Intel Atom Z3560 @ 1.83GHz,690.0,476.0,4,1
Intel Atom Z3580 @ 1.33GHz,802.0,587.0,4,1
Intel Atom Z3735D @ 1.33GHz,704.0,544.0,4,1
Intel Atom Z3735E @ 1.33GHz,557.0,478.0,4,1
Intel Atom Z3735F @ 1.33GHz,542.0,388.0,4,1
Intel Atom Z3735G @ 1.33GHz,772.0,476.0,4,1
Intel Atom Z3736F @ 1.33GHz,496.0,423.0,4,1
Intel Atom Z3740 @ 1.33GHz,638.0,414.0,4,1
Intel Atom Z3740D @ 1.33GHz,618.0,434.0,4,1
Intel Atom Z3745 @ 1.33GHz,621.0,435.0,4,1
Intel Atom Z3745D @ 1.33GHz,599.0,415.0,4,1
Intel Atom Z3770 @ 1.46GHz,728.0,535.0,4,1
Intel Atom Z3770D @ 1.49GHz,488.0,361.0,4,1
Intel Atom Z3775 @ 1.46GHz,702.0,506.0,4,1
Intel Atom Z3775D @ 1.49GHz,794.0,646.0,4,1
Intel Atom Z3795 @ 1.60GHz,1196.0,644.0,4,1
Intel Atom Z520 @ 1.33GHz,122.0,151.0,1,2
Intel Atom Z530 @ 1.60GHz,183.0,161.0,1,2
Intel Atom Z670 @ 1.50GHz,158.0,95.0,1,2
Intel CC150 @ 3.50GHz,14402.0,2122.0,8,2
Intel Celeron 1.70GHz,101.0,190.0,1,1
Intel Celeron 1.80GHz,96.0,307.0,1,1
Intel Celeron 1000M @ 1.80GHz,1065.0,970.0,2,1
Intel Celeron 1000MHz,139.0,174.0,1,1
Intel Celeron 1005M @ 1.90GHz,1119.0,1019.0,2,1
Intel Celeron 1007U @ 1.50GHz,844.0,777.0,2,1
Intel Celeron 1017U @ 1.60GHz,884.0,806.0,2,1
Intel Celeron 1019Y @ 1.00GHz,576.0,521.0,2,1
Intel Celeron 1020E @ 2.20GHz,1406.0,1224.0,2,1
Intel Celeron 1020M @ 2.10GHz,1275.0,1176.0,2,1
Intel Celeron 1037U @ 1.80GHz,1036.0,936.0,2,1
Intel Celeron 1047UE @ 1.40GHz,748.0,526.0,2,1
Intel Celeron 1100MHz,113.0,183.0,1,1
Intel Celeron 1200MHz,159.0,212.0,1,1
Intel Celeron 2.00GHz,125.0,338.0,1,1
Intel Celeron 2.13GHz,166.0,361.0,1,1
Intel Celeron 2.20GHz,139.0,349.0,1,1
Intel Celeron 2.26GHz,182.0,382.0,1,1
Intel Celeron 2.30GHz,148.0,364.0,1,1
Intel Celeron 2.40GHz,143.0,397.0,1,1
Intel Celeron 2.50GHz,164.0,431.0,1,1
Intel Celeron 2.53GHz,222.0,396.0,1,1
Intel Celeron 2.60GHz,143.0,353.0,1,1
Intel Celeron 2.66GHz,131.0,359.0,1,1
Intel Celeron 2.70GHz,159.0,386.0,1,1
Intel Celeron 2.80GHz,190.0,425.0,1,1
Intel Celeron 2.93GHz,230.0,396.0,1,1
Intel Celeron 2000E @ 2.20GHz,1607.0,1282.0,2,1
Intel Celeron 2002E @ 1.50GHz,1091.0,871.0,2,1
Intel Celeron 215 @ 1.33GHz,174.0,440.0,1,1
Intel Celeron 220 @ 1.20GHz,209.0,255.0,1,1
Intel Celeron 2950M @ 2.00GHz,1238.0,1136.0,2,1
Intel Celeron 2955U @ 1.40GHz,905.0,793.0,2,1
Intel Celeron 2957U @ 1.40GHz,847.0,765.0,2,1
Intel Celeron 2961Y @ 1.10GHz,684.0,634.0,2,1
Intel Celeron 2970M @ 2.20GHz,1501.0,1245.0,2,1
Intel Celeron 2980U @ 1.60GHz,1092.0,933.0,2,1
Intel Celeron 2981U @ 1.60GHz,1036.0,899.0,2,1
Intel Celeron 3.06GHz,307.0,544.0,1,1
Intel Celeron 3.20GHz,267.0,599.0,1,1
Intel Celeron 3.33GHz,263.0,528.0,1,1
Intel Celeron 3205U @ 1.50GHz,959.0,908.0,2,1
Intel Celeron 3215U @ 1.70GHz,1102.0,1016.0,2,1
Intel Celeron 3755U @ 1.70GHz,1182.0,1022.0,2,1
Intel Celeron 3765U @ 1.90GHz,1252.0,1171.0,2,1
Intel Celeron 3855U @ 1.60GHz,1215.0,903.0,2,1
Intel Celeron 3865U @ 1.80GHz,1344.0,1047.0,2,1
Intel Celeron 3867U @ 1.80GHz,1449.0,1096.0,2,1
Intel Celeron 3955U @ 2.00GHz,1455.0,1150.0,2,1
Intel Celeron 3965U @ 2.20GHz,1753.0,1338.0,2,1
Intel Celeron 3965Y @ 1.50GHz,1201.0,888.0,2,1
Intel Celeron 420 @ 1.60GHz,231.0,464.0,1,1
Intel Celeron 4205U @ 1.80GHz,1350.0,1030.0,2,1
Intel Celeron 430 @ 1.80GHz,305.0,645.0,1,1
Intel Celeron 4305U @ 2.20GHz,1562.0,1309.0,2,1
Intel Celeron 4305UE @ 2.00GHz,1699.0,1163.0,2,1
Intel Celeron 440 @ 2.00GHz,368.0,444.0,1,1
Intel Celeron 450 @ 2.20GHz,433.0,763.0,1,1
Intel Celeron 5205U @ 1.90GHz,1431.0,1075.0,2,1
Intel Celeron 530 @ 1.73GHz,268.0,468.0,1,1
Intel Celeron 5305U @ 2.30GHz,1307.0,1248.0,2,1
Intel Celeron 540 @ 1.86GHz,305.0,550.0,1,1
Intel Celeron 550 @ 2.00GHz,334.0,662.0,1,1
Intel Celeron 560 @ 2.13GHz,339.0,632.0,1,1
Intel Celeron 570 @ 2.26GHz,344.0,431.0,1,1
Intel Celeron 6305 @ 1.80GHz,2052.0,1190.0,2,1
Intel Celeron 6305E @ 1.80GHz,2021.0,1172.0,2,1
Intel Celeron 6600HE @ 2.60GHz,3286.0,1764.0,2,1
Intel Celeron 6600HLE @ 2.60GHz,3388.0,1833.0,2,1
Intel Celeron 723 @ 1.20GHz,213.0,460.0,1,1
Intel Celeron 7305,2539.0,835.0,1,1
Intel Celeron 7305E,2451.0,789.0,1,1
Intel Celeron 743 @ 1.30GHz,275.0,496.0,1,1
Intel Celeron 807 @ 1.50GHz,392.0,608.0,1,2
Intel Celeron 807UE @ 1.00GHz,241.0,421.0,1,1
Intel Celeron 827E @ 1.40GHz,371.0,674.0,1,1
Intel Celeron 847 @ 1.10GHz,509.0,488.0,2,1
Intel Celeron 847E @ 1.10GHz,584.0,520.0,2,1
Intel Celeron 857 @ 1.20GHz,569.0,476.0,2,1
Intel Celeron 867 @ 1.30GHz,588.0,591.0,2,1
Intel Celeron 877 @ 1.40GHz,677.0,633.0,2,1
Intel Celeron 887 @ 1.50GHz,764.0,700.0,2,1
Intel Celeron 900 @ 2.20GHz,409.0,829.0,1,1
Intel Celeron 925 @ 2.30GHz,450.0,859.0,1,1
Intel Celeron @ 1.30GHz,572.0,610.0,1,2
Intel Celeron B710 @ 1.60GHz,106.0,101.0,1,1
Intel Celeron B800 @ 1.50GHz,695.0,652.0,2,1
Intel Celeron B810 @ 1.60GHz,775.0,754.0,2,1
Intel Celeron B815 @ 1.60GHz,757.0,707.0,2,1
Intel Celeron B820 @ 1.70GHz,817.0,754.0,2,1
Intel Celeron B830 @ 1.80GHz,873.0,822.0,2,1
Intel Celeron B840 @ 1.90GHz,975.0,886.0,2,1
Intel Celeron D 347 @ 3.06GHz,232.0,565.0,1,1
Intel Celeron D 352 @ 3.20GHz,274.0,576.0,1,1
Intel Celeron D 356 @ 3.33GHz,251.0,619.0,1,1
Intel Celeron D 360 @ 3.46GHz,372.0,712.0,1,1
Intel Celeron D 420 @ 1.60GHz,313.0,388.0,1,1
Intel Celeron E1200 @ 1.60GHz,516.0,580.0,2,1
Intel Celeron E1400 @ 2.00GHz,735.0,758.0,2,1
Intel Celeron E1500 @ 2.20GHz,626.0,764.0,2,1
Intel Celeron E1600 @ 2.40GHz,840.0,916.0,2,1
Intel Celeron E3200 @ 2.40GHz,900.0,981.0,2,1
Intel Celeron E3300 @ 2.50GHz,853.0,937.0,2,1
Intel Celeron E3400 @ 2.60GHz,893.0,1015.0,2,1
Intel Celeron E3500 @ 2.70GHz,935.0,1154.0,2,1
Intel Celeron G1101 @ 2.27GHz,1086.0,929.0,2,1
Intel Celeron G1610 @ 2.60GHz,1550.0,1387.0,2,1
Intel Celeron G1610T @ 2.30GHz,1339.0,1214.0,2,1
Intel Celeron G1620 @ 2.70GHz,1598.0,1457.0,2,1
Intel Celeron G1620T @ 2.40GHz,1532.0,1327.0,2,1
Intel Celeron G1630 @ 2.80GHz,1707.0,1553.0,2,1
Intel Celeron G1820 @ 2.70GHz,1671.0,1501.0,2,1
Intel Celeron G1820T @ 2.40GHz,1599.0,1393.0,2,1
Intel Celeron G1820TE @ 2.20GHz,1141.0,1061.0,2,1
Intel Celeron G1830 @ 2.80GHz,1560.0,1513.0,2,1
Intel Celeron G1840 @ 2.80GHz,1784.0,1582.0,2,1
Intel Celeron G1840T @ 2.50GHz,1576.0,1431.0,2,1
Intel Celeron G1850 @ 2.90GHz,1915.0,1617.0,2,1
Intel Celeron G3900 @ 2.80GHz,2154.0,1677.0,2,1
Intel Celeron G3900E @ 2.40GHz,2034.0,1499.0,2,1
Intel Celeron G3900T @ 2.60GHz,1909.0,1516.0,2,1
Intel Celeron G3900TE @ 2.30GHz,1850.0,1402.0,2,1
Intel Celeron G3920 @ 2.90GHz,2333.0,1771.0,2,1
Intel Celeron G3930 @ 2.90GHz,2251.0,1765.0,2,1
Intel Celeron G3930T @ 2.70GHz,2023.0,1655.0,2,1
Intel Celeron G3930TE @ 2.70GHz,2218.0,1706.0,2,1
Intel Celeron G3950 @ 3.00GHz,2336.0,1842.0,2,1
Intel Celeron G440 @ 1.60GHz,420.0,747.0,1,1
Intel Celeron G460 @ 1.80GHz,490.0,723.0,1,2
Intel Celeron G465 @ 1.90GHz,559.0,844.0,1,2
Intel Celeron G470 @ 2.00GHz,577.0,819.0,1,2
Intel Celeron G4900 @ 3.10GHz,2378.0,1841.0,2,1
Intel Celeron G4900T @ 2.90GHz,2247.0,1741.0,2,1
Intel Celeron G4920 @ 3.20GHz,2435.0,1838.0,2,1
Intel Celeron G4930 @ 3.20GHz,2551.0,1943.0,2,1
Intel Celeron G4930T @ 3.00GHz,2287.0,1773.0,2,1
Intel Celeron G4950 @ 3.30GHz,2714.0,2041.0,2,1
Intel Celeron G530 @ 2.40GHz,1148.0,1107.0,2,1
Intel Celeron G530T @ 2.00GHz,1056.0,962.0,2,1
Intel Celeron G540 @ 2.50GHz,1182.0,1145.0,2,1
Intel Celeron G540T @ 2.10GHz,1137.0,995.0,2,1
Intel Celeron G550 @ 2.60GHz,1275.0,1213.0,2,1
Intel Celeron G550T @ 2.20GHz,1074.0,1018.0,2,1
Intel Celeron G555 @ 2.70GHz,1427.0,1295.0,2,1
Intel Celeron G5900 @ 3.40GHz,2669.0,2109.0,2,1
Intel Celeron G5900E @ 3.20GHz,1809.0,1896.0,2,1
Intel Celeron G5900T @ 3.20GHz,2192.0,1713.0,2,1
