transaction_id,itemDescription
1458_2014-10-20,rolls/buns
4491_2014-09-18,bottled water
1013_2014-11-12,mayonnaise
1538_2014-06-12,dessert
3420_2014-08-20,bottled beer
2414_2014-06-04,cling film/bags
3714_2014-06-07,butter
2484_2014-03-19,hygiene articles
2315_2014-06-03,newspapers
4056_2014-05-10,salty snack
2630_2014-01-11,processed cheese
2324_2014-04-15,soda
1185_2014-09-28,chewing gum
3524_2014-03-27,whipped/sour cream
4583_2014-06-06,other vegetables
1827_2014-12-03,coffee
4393_2014-02-05,coffee
3177_2014-09-13,soda
3201_2014-09-20,newspapers
4033_2014-02-25,white bread
3059_2014-07-12,misc. beverages
4006_2014-11-25,napkins
1070_2014-04-10,red/blush wine
1116_2014-08-11,zwieback
3422_2014-07-27,pastry
4720_2014-08-24,soft cheese
1595_2014-11-09,nut snack
3776_2014-02-21,white wine
1058_2014-05-24,other vegetables
4313_2014-07-17,newspapers
1618_2014-10-30,napkins
3834_2014-03-21,chocolate marshmallow
4493_2014-11-29,margarine
2843_2014-06-06,rolls/buns
1754_2014-04-20,cream cheese 
2107_2014-10-30,canned beer
4157_2014-04-01,frozen meals
2029_2014-07-15,cake bar
1122_2014-09-25,dishes
2993_2014-06-24,shopping bags
4938_2014-10-13,mayonnaise
2753_2014-07-07,butter
3450_2014-04-03,soda
4745_2014-08-14,pastry
2520_2014-12-18,other vegetables
1260_2014-07-09,curd
4121_2014-04-21,other vegetables
3145_2014-08-16,candy
3479_2014-05-10,pastry
1166_2014-02-17,brown bread
3021_2014-06-22,onions
2489_2014-02-06,rolls/buns
3343_2014-06-16,rolls/buns
3028_2014-01-04,butter
4866_2014-06-29,soda
4943_2014-05-01,other vegetables
1636_2014-08-08,liquor (appetizer)
3593_2014-09-21,rolls/buns
2835_2014-07-23,cream cheese 
1383_2014-03-24,whipped/sour cream
2545_2014-05-26,whole milk
4719_2014-09-28,coffee
2065_2014-07-20,pastry
2941_2014-06-13,beverages
4430_2014-05-21,cream cheese 
4019_2014-05-18,bottled water
1407_2014-09-10,domestic eggs
2960_2014-09-03,canned beer
1343_2014-02-07,other vegetables
4715_2014-01-31,softener
3174_2014-11-10,butter milk
1623_2014-12-07,rolls/buns
2506_2014-02-27,chocolate
4799_2014-04-01,frozen fish
2360_2014-07-09,napkins
4822_2014-08-21,coffee
1554_2014-02-04,curd
1867_2014-03-18,frozen vegetables
2148_2014-11-20,domestic eggs
3863_2014-07-19,whipped/sour cream
1010_2014-08-23,specialty bar
2768_2014-05-05,baking powder
2218_2014-11-06,pot plants
3785_2014-08-16,frozen fish
4823_2014-01-05,frozen meals
1475_2014-03-05,kitchen towels
1052_2014-01-15,grapes
2565_2014-09-16,jam
4259_2014-07-23,yogurt
1061_2014-07-31,hard cheese
4001_2014-06-11,soda
1620_2014-07-21,cream cheese 
3458_2014-06-27,mustard
2178_2014-10-11,male cosmetics
1995_2014-06-14,yogurt
2161_2014-09-24,margarine
3349_2014-07-12,herbs
3742_2014-09-26,shopping bags
1244_2014-11-24,soda
3609_2014-05-13,rolls/buns
2375_2014-03-31,dog food
2974_2014-05-24,frozen vegetables
3030_2014-12-06,whole milk
3737_2014-12-22,other vegetables
3619_2014-03-15,dessert
3705_2014-02-28,herbs
3974_2014-08-25,bottled water
1798_2014-10-06,hamburger meat
3272_2014-04-18,canned beer
2666_2014-05-26,chocolate
1095_2014-03-25,shopping bags
1480_2014-12-22,bottled water
2865_2014-09-23,processed cheese
1482_2014-10-22,brown bread
3184_2014-04-20,berries
1468_2014-08-21,salty snack
4077_2014-12-25,sauces
3888_2014-10-16,butter
3972_2014-04-07,butter
2967_2014-05-27,oil
2207_2014-12-03,coffee
3600_2014-04-08,pickled vegetables
4618_2014-07-09,sliced cheese
2680_2014-03-16,frozen meals
1651_2014-03-23,dishes
2934_2014-03-22,fruit/vegetable juice
2860_2014-09-15,waffles
1307_2014-11-01,rolls/buns
4628_2014-12-15,UHT-milk
1240_2014-11-27,shopping bags
3666_2014-06-14,bottled water
4008_2014-10-14,shopping bags
3386_2014-08-07,baking powder
2472_2014-06-19,sugar
1654_2014-09-08,butter
3620_2014-05-17,berries
4952_2014-09-03,specialty chocolate
3966_2014-01-07,canned beer
1964_2014-03-23,other vegetables
2504_2014-12-16,waffles
4500_2014-02-04,cat food
1454_2014-05-03,fruit/vegetable juice
1066_2014-02-01,bottled beer
3692_2014-01-09,salty snack
2445_2014-04-17,pastry
1860_2014-01-31,rolls/buns
1153_2014-08-19,cake bar
1957_2014-03-20,berries
4303_2014-11-28,specialty bar
3556_2014-10-04,brown bread
1282_2014-05-04,shopping bags
4034_2014-08-29,specialty bar
2807_2014-07-17,beverages
2232_2014-01-25,dessert
2303_2014-06-12,hair spray
2050_2014-10-20,rolls/buns
3381_2014-12-05,coffee
3402_2014-05-17,coffee
3072_2014-11-12,dessert
3381_2014-10-30,hygiene articles
1367_2014-01-31,bottled beer
1895_2014-01-23,whipped/sour cream
3267_2014-11-14,soda
4192_2014-02-17,canned beer
2274_2014-12-04,curd
4430_2014-10-03,whipped/sour cream
4329_2014-10-23,dessert
1922_2014-05-30,whipped/sour cream
2154_2014-08-14,onions
4523_2014-08-06,canned beer
1136_2014-05-02,flower (seeds)
3439_2014-04-27,soda
2980_2014-11-27,shopping bags
2509_2014-08-17,other vegetables
4845_2014-07-10,fruit/vegetable juice
3589_2014-07-24,fruit/vegetable juice
4505_2014-01-18,other vegetables
2744_2014-05-06,frozen vegetables
4236_2014-03-04,curd
3928_2014-08-07,shopping bags
1207_2014-04-28,pickled vegetables
2578_2014-04-19,rolls/buns
1553_2014-05-09,soda
3942_2014-01-01,yogurt
1583_2014-11-27,dessert
2133_2014-05-24,cat food
4860_2014-11-14,newspapers
4548_2014-10-09,onions
2610_2014-01-01,bottled beer
2344_2014-02-22,napkins
2920_2014-05-12,rolls/buns
3847_2014-03-14,domestic eggs
1991_2014-10-31,butter
2241_2014-02-17,frozen vegetables
2794_2014-02-18,whole milk
3871_2014-10-05,salty snack
4085_2014-04-15,potato products
3964_2014-03-11,bottled water
1111_2014-10-24,flour
1294_2014-08-14,soda
1338_2014-08-11,whole milk
1079_2014-10-07,bottled water
1794_2014-04-14,yogurt
4715_2014-11-10,margarine
4694_2014-06-01,whipped/sour cream
4156_2014-08-19,candles
4264_2014-03-16,butter milk
1732_2014-04-03,canned beer
1161_2014-01-26,newspapers
4058_2014-02-07,flour
4183_2014-10-08,ice cream
4371_2014-03-29,canned beer
3218_2014-01-06,dishes
3094_2014-07-02,brown bread
2082_2014-10-10,butter
3015_2014-01-31,bottled water
4582_2014-06-22,newspapers
4851_2014-05-20,spread cheese
3766_2014-02-20,nuts/prunes
4199_2014-04-05,specialty cheese
3663_2014-08-28,margarine
2044_2014-03-17,butter
1566_2014-01-30,waffles
3698_2014-09-22,whole milk
3815_2014-01-30,margarine
4634_2014-05-10,oil
2051_2014-12-03,other vegetables
2252_2014-12-17,spices
4502_2014-06-04,sugar
2169_2014-06-25,pickled vegetables
3237_2014-08-07,rolls/buns
1999_2014-05-31,butter
2175_2014-11-02,whipped/sour cream
4177_2014-02-05,fruit/vegetable juice
2014_2014-08-08,white bread
2991_2014-04-22,specialty cheese
3334_2014-01-09,white wine
1580_2014-02-24,mustard
4094_2014-07-14,other vegetables
4163_2014-11-05,sugar
2991_2014-03-01,soda
4744_2014-12-23,yogurt
3896_2014-04-02,spread cheese
2560_2014-04-19,yogurt
2236_2014-01-07,soda
2778_2014-06-29,soda
3960_2014-05-14,whipped/sour cream
2258_2014-01-21,butter
4286_2014-11-22,canned beer
2239_2014-11-23,other vegetables
4728_2014-06-11,soda
3439_2014-03-28,newspapers
3353_2014-07-13,UHT-milk
2127_2014-11-19,margarine
1513_2014-05-29,sparkling wine
1134_2014-05-11,brown bread
1286_2014-04-26,domestic eggs
1123_2014-08-09,oil
4327_2014-08-05,soda
4814_2014-12-01,bottled beer
3277_2014-08-28,yogurt
4272_2014-05-06,whole milk
3363_2014-08-06,rolls/buns
1896_2014-12-16,dish cleaner
2524_2014-10-13,semi-finished bread
4243_2014-07-02,chocolate
4930_2014-08-13,other vegetables
3465_2014-01-27,shopping bags
3938_2014-08-16,bottled water
2849_2014-02-11,herbs
1894_2014-08-19,waffles
2738_2014-02-11,pot plants
1000_2014-06-24,pastry
2626_2014-02-14,yogurt
4216_2014-11-17,whole milk
1810_2014-06-09,bottled water
1125_2014-05-30,margarine
4392_2014-07-10,specialty bar
3957_2014-07-19,root vegetables
4084_2014-09-28,cream cheese 
3672_2014-06-19,UHT-milk
3531_2014-03-18,pastry
2066_2014-02-05,flour
4376_2014-07-23,domestic eggs
1662_2014-01-27,sugar
3728_2014-06-17,other vegetables
2045_2014-04-02,other vegetables
2067_2014-04-05,bottled water
3743_2014-10-16,curd
1735_2014-04-22,rolls/buns
1547_2014-07-07,whole milk
2451_2014-02-26,hard cheese
1661_2014-03-02,salty snack
2365_2014-11-29,waffles
4932_2014-05-14,soda
2310_2014-10-31,instant coffee
2138_2014-11-03,yogurt
2903_2014-05-08,other vegetables
1512_2014-06-03,rolls/buns
3204_2014-12-16,popcorn
3324_2014-11-10,chewing gum
1653_2014-05-29,long life bakery product
1428_2014-08-23,soda
4598_2014-11-05,yogurt
4233_2014-08-18,cleaner
4130_2014-10-24,yogurt
3475_2014-12-23,yogurt
2799_2014-09-24,cat food
1188_2014-11-21,bottled beer
1747_2014-09-17,whipped/sour cream
4782_2014-04-17,rolls/buns
1609_2014-12-21,sugar
1077_2014-10-07,butter
1190_2014-04-24,bottled beer
2746_2014-02-13,curd
2556_2014-11-11,specialty bar
2351_2014-09-18,domestic eggs
3570_2014-09-14,oil
2550_2014-12-24,whole milk
2031_2014-03-20,bottled water
2160_2014-06-28,specialty chocolate
1420_2014-03-25,cat food
2960_2014-11-28,dishes
3334_2014-03-27,vinegar
3840_2014-10-31,herbs
3516_2014-01-18,rolls/buns
3435_2014-07-30,rice
2428_2014-04-01,soda
3639_2014-07-23,yogurt
4173_2014-02-14,whipped/sour cream
4275_2014-04-03,dishes
2320_2014-04-22,flour
2522_2014-08-08,hard cheese
2399_2014-08-18,pastry
4097_2014-06-20,ice cream
1517_2014-09-11,hygiene articles
4187_2014-04-16,pastry
2553_2014-08-16,flower soil/fertilizer
4164_2014-03-27,whole milk
3123_2014-10-17,bottled beer
1466_2014-07-13,candy
4105_2014-10-26,onions
3530_2014-03-21,specialty chocolate
2960_2014-03-11,shopping bags
2676_2014-10-06,soda
4318_2014-08-28,butter milk
2956_2014-08-07,yogurt
1360_2014-06-17,processed cheese
2285_2014-07-06,UHT-milk
4117_2014-07-12,liquor
3009_2014-01-27,semi-finished bread
1069_2014-05-20,fruit/vegetable juice
1194_2014-02-27,napkins
4406_2014-03-21,ice cream
2028_2014-05-02,flower (seeds)
1500_2014-04-01,fruit/vegetable juice
2617_2014-05-27,frozen vegetables
2545_2014-10-11,domestic eggs
3356_2014-02-21,frozen vegetables
3557_2014-05-06,brown bread
1311_2014-01-14,rolls/buns
4803_2014-01-16,pickled vegetables
3685_2014-07-20,soda
4206_2014-04-04,root vegetables
1457_2014-04-15,hard cheese
4610_2014-11-18,candy
2802_2014-09-14,condensed milk
3232_2014-07-09,red/blush wine
2029_2014-05-27,bottled water
2180_2014-12-18,butter
4654_2014-08-03,shopping bags
3462_2014-12-16,specialty cheese
2279_2014-04-11,salty snack
2027_2014-10-09,cling film/bags
2667_2014-10-22,domestic eggs
1379_2014-02-27,fruit/vegetable juice
4025_2014-04-10,yogurt
2958_2014-04-27,softener
4349_2014-11-22,brown bread
2306_2014-02-26,shopping bags
4941_2014-02-08,pasta
2398_2014-06-18,rolls/buns
4046_2014-03-31,shopping bags
3976_2014-10-25,pasta
1905_2014-04-22,cream cheese 
4897_2014-03-23,frozen potato products
2237_2014-01-01,Instant food products
3649_2014-05-30,soda
1699_2014-01-25,hygiene articles
1504_2014-10-14,whole milk
4488_2014-04-26,soda
1082_2014-03-20,hygiene articles
1966_2014-09-20,white bread
2169_2014-02-05,long life bakery product
1827_2014-09-30,curd
4389_2014-10-07,brown bread
2625_2014-09-06,yogurt
3984_2014-09-02,soft cheese
4709_2014-05-24,other vegetables
3115_2014-01-30,other vegetables
4319_2014-03-10,shopping bags
2183_2014-12-29,yogurt
2338_2014-09-22,canned beer
2156_2014-05-08,domestic eggs
2298_2014-08-28,yogurt
4472_2014-10-11,Instant food products
4835_2014-12-05,margarine
3581_2014-06-09,rolls/buns
4682_2014-04-21,toilet cleaner
2149_2014-07-13,bathroom cleaner
2990_2014-07-16,kitchen towels
2439_2014-05-28,dog food
4406_2014-07-11,soda
2463_2014-12-06,soda
4047_2014-04-04,shopping bags
1343_2014-02-07,whole milk
2628_2014-12-02,candy
3467_2014-11-08,citrus fruit
3320_2014-01-21,rolls/buns
3126_2014-12-02,whole milk
4991_2014-05-19,shopping bags
4317_2014-01-28,ice cream
3332_2014-09-21,domestic eggs
4487_2014-06-14,cat food
1864_2014-01-03,butter
2812_2014-08-28,whipped/sour cream
1561_2014-01-19,cream cheese 
3517_2014-09-21,domestic eggs
4972_2014-07-30,liquor
4081_2014-01-11,domestic eggs
4336_2014-11-28,chocolate
4193_2014-06-14,shopping bags
1944_2014-08-10,cake bar
1086_2014-07-27,soda
4518_2014-08-31,yogurt
1362_2014-01-03,mustard
1297_2014-07-06,house keeping products
4809_2014-07-13,sugar
3720_2014-08-09,margarine
4946_2014-06-24,other vegetables
1399_2014-12-10,canned vegetables
3548_2014-06-15,shopping bags
2791_2014-11-21,photo/film
3541_2014-02-21,pickled vegetables
2694_2014-05-09,pastry
4449_2014-12-11,salty snack
2288_2014-12-05,sliced cheese
1426_2014-03-20,yogurt
4126_2014-04-22,brown bread
2960_2014-11-14,berries
3921_2014-06-18,cream cheese 
3931_2014-10-26,long life bakery product
3183_2014-12-10,grapes
4172_2014-02-16,whipped/sour cream
1767_2014-12-18,shopping bags
4665_2014-12-03,cat food
3386_2014-03-18,pasta
3731_2014-06-29,brown bread
1478_2014-12-26,cream cheese 
3306_2014-07-21,yogurt
1204_2014-06-23,pastry
1611_2014-03-18,yogurt
4555_2014-12-19,brown bread
1612_2014-12-25,ice cream
2217_2014-09-14,long life bakery product
1869_2014-12-20,misc. beverages
3384_2014-11-13,soda
4875_2014-06-05,chocolate
3157_2014-07-10,Instant food products
2973_2014-10-21,waffles
3007_2014-04-01,yogurt
1230_2014-03-16,sliced cheese
1522_2014-01-30,margarine
3714_2014-02-15,domestic eggs
2110_2014-11-22,newspapers
3051_2014-05-25,salty snack
3790_2014-04-24,yogurt
3851_2014-08-11,chocolate
4498_2014-07-22,frozen meals
1182_2014-09-30,red/blush wine
2694_2014-02-21,hard cheese
4099_2014-05-23,Instant food products
2229_2014-07-24,pastry
2618_2014-01-12,salty snack
4902_2014-05-30,butter
1746_2014-10-23,cream cheese 
2424_2014-09-28,pickled vegetables
2922_2014-02-23,photo/film
4030_2014-05-29,margarine
3107_2014-02-27,rolls/buns
1996_2014-09-22,soda
3613_2014-01-25,shopping bags
2423_2014-07-31,ice cream
4384_2014-09-06,UHT-milk
2856_2014-12-24,sparkling wine
1437_2014-03-15,domestic eggs
4116_2014-05-23,pastry
2143_2014-12-17,frozen vegetables
4013_2014-12-23,popcorn
2011_2014-08-14,soda
3011_2014-06-27,frozen vegetables
4259_2014-12-16,ice cream
3750_2014-09-30,yogurt
3633_2014-07-12,shopping bags
4544_2014-12-08,pot plants
2314_2014-02-09,candy
2287_2014-10-27,chocolate
2166_2014-05-04,red/blush wine
1162_2014-08-20,salty snack
4215_2014-04-03,liquor (appetizer)
4666_2014-02-01,dessert
3790_2014-06-09,yogurt
3650_2014-12-23,frozen vegetables
3309_2014-01-30,domestic eggs
1501_2014-08-28,butter
4580_2014-10-12,coffee
4942_2014-01-01,frozen vegetables
1169_2014-01-04,bottled water
1217_2014-07-21,sugar
4750_2014-05-03,brown bread
4870_2014-07-01,bottled water
4194_2014-07-21,whole milk
3629_2014-11-22,rolls/buns
1143_2014-07-14,soda
2600_2014-07-12,berries
4432_2014-09-01,butter
1147_2014-05-01,whole milk
4508_2014-11-29,white bread
3130_2014-02-01,yogurt
3181_2014-07-17,butter milk
3830_2014-11-14,coffee
3153_2014-04-14,frozen vegetables
3656_2014-01-20,dental care
1930_2014-07-07,UHT-milk
2761_2014-08-19,margarine
4443_2014-11-10,whole milk
3976_2014-03-13,onions
2671_2014-06-04,salty snack
3189_2014-08-31,whole milk
1850_2014-03-12,margarine
1899_2014-03-01,brown bread
2570_2014-02-25,roll products 
3805_2014-09-18,specialty fat
1580_2014-02-20,domestic eggs
3474_2014-01-19,curd
2758_2014-12-27,long life bakery product
1996_2014-06-09,yogurt
2426_2014-09-26,whipped/sour cream
4898_2014-09-10,margarine
1187_2014-11-09,domestic eggs
2056_2014-05-14,canned vegetables
4923_2014-12-26,domestic eggs
4321_2014-01-14,soda
2924_2014-11-14,frozen dessert
2029_2014-08-26,whole milk
2402_2014-04-16,yogurt
3137_2014-10-18,coffee
3115_2014-09-16,white bread
1628_2014-06-20,cream cheese 
1930_2014-05-28,soda
2751_2014-10-13,bottled water
1753_2014-02-26,canned fish
3323_2014-02-08,brown bread
3267_2014-03-30,herbs
1069_2014-01-20,rolls/buns
2164_2014-01-31,curd cheese
3660_2014-07-28,pastry
2129_2014-09-05,condensed milk
1836_2014-10-23,margarine
4007_2014-12-09,specialty chocolate
1715_2014-02-25,specialty chocolate
1225_2014-10-03,jam
4492_2014-05-15,yogurt
4197_2014-04-05,long life bakery product
4878_2014-09-13,whipped/sour cream
3574_2014-02-20,domestic eggs
4259_2014-12-11,newspapers
2131_2014-12-12,bottled water
1308_2014-11-23,whole milk
3089_2014-02-24,rolls/buns
3695_2014-03-21,margarine
1574_2014-01-15,flour
3643_2014-08-21,kitchen towels
4900_2014-10-01,root vegetables
4603_2014-06-18,popcorn
4088_2014-02-18,oil
2155_2014-11-11,salad dressing
1050_2014-03-06,yogurt
2144_2014-10-02,curd
4308_2014-01-07,whole milk
4741_2014-02-28,waffles
2550_2014-07-12,canned beer
1797_2014-10-08,sugar
4235_2014-03-21,curd
1680_2014-09-09,beverages
3348_2014-05-14,brown bread
2835_2014-05-10,whole milk
1391_2014-12-19,processed cheese
1086_2014-12-10,whipped/sour cream
2705_2014-12-20,sweet spreads
2803_2014-02-20,margarine
2045_2014-07-09,whole milk
4270_2014-03-16,brown bread
1817_2014-09-02,whipped/sour cream
4756_2014-05-09,curd
4125_2014-06-03,rolls/buns
4014_2014-02-01,shopping bags
1500_2014-09-26,shopping bags
3855_2014-07-15,yogurt
2037_2014-05-05,curd
4907_2014-02-01,whipped/sour cream
2055_2014-12-14,soda
1133_2014-03-21,shopping bags
3099_2014-12-16,butter milk
4261_2014-06-13,fruit/vegetable juice
2584_2014-04-02,curd
1544_2014-05-01,semi-finished bread
4416_2014-09-03,margarine
3727_2014-05-02,cat food
1059_2014-06-14,salty snack
1999_2014-04-30,frozen vegetables
2584_2014-06-19,curd
3528_2014-09-07,liquor (appetizer)
3782_2014-04-25,tropical fruit
4453_2014-03-20,whole milk
1881_2014-02-15,bottled water
4122_2014-10-20,nut snack
4874_2014-02-21,bottled water
1410_2014-02-07,mustard
3357_2014-05-19,long life bakery product
1554_2014-10-27,canned fish
1652_2014-05-05,yogurt
4251_2014-07-01,ice cream
4316_2014-05-03,soda
1491_2014-08-04,soft cheese
1522_2014-10-11,long life bakery product
1927_2014-06-20,mayonnaise
3668_2014-10-24,whole milk
4385_2014-08-05,bottled water
3005_2014-11-26,newspapers
2132_2014-01-24,waffles
2484_2014-07-16,whipped/sour cream
2264_2014-07-22,canned beer
3045_2014-08-16,chocolate
4297_2014-05-30,rolls/buns
1050_2014-05-30,yogurt
3718_2014-07-07,bottled water
1423_2014-10-13,mustard
1071_2014-09-26,roll products 
1399_2014-04-05,other vegetables
2892_2014-08-19,pastry
2396_2014-08-19,tropical fruit
3663_2014-01-02,frozen vegetables
4139_2014-03-25,domestic eggs
4044_2014-07-08,cream cheese 
3639_2014-01-20,whipped/sour cream
1753_2014-10-03,whole milk
1835_2014-07-08,detergent
1783_2014-02-14,yogurt
3863_2014-09-01,frozen dessert
1229_2014-09-03,white bread
2470_2014-05-01,white bread
1828_2014-01-06,spread cheese
3360_2014-04-12,hamburger meat
4690_2014-03-06,softener
4814_2014-01-08,whole milk
3099_2014-02-10,butter
3961_2014-06-23,bottled water
1948_2014-11-02,hamburger meat
4414_2014-10-15,shopping bags
2906_2014-11-13,brown bread
2017_2014-10-07,coffee
2086_2014-06-18,liquor
3082_2014-11-10,frozen dessert
4574_2014-05-01,other vegetables
3696_2014-04-05,roll products 
1653_2014-04-23,pastry
2930_2014-04-03,fruit/vegetable juice
1103_2014-07-28,hygiene articles
3223_2014-08-06,pork
4788_2014-09-09,whole milk
3358_2014-10-22,hard cheese
4133_2014-02-02,yogurt
4160_2014-07-10,specialty cheese
2080_2014-07-23,specialty vegetables
1877_2014-06-22,butter
2243_2014-10-01,tropical fruit
2738_2014-01-16,pastry
3869_2014-08-12,white bread
2924_2014-05-26,sliced cheese
4613_2014-10-04,butter
3421_2014-10-18,waffles
4764_2014-08-28,domestic eggs
4800_2014-10-27,cake bar
1288_2014-08-20,packaged fruit/vegetables
2194_2014-06-06,whole milk
2072_2014-08-12,chocolate
2950_2014-02-03,soda
1681_2014-07-06,popcorn
3957_2014-07-20,curd
1004_2014-10-13,chocolate
4048_2014-04-12,fruit/vegetable juice
2309_2014-04-17,yogurt
3238_2014-02-06,canned beer
3613_2014-10-20,bottled water
1716_2014-08-11,fruit/vegetable juice
3669_2014-06-25,processed cheese
4806_2014-09-13,brown bread
1434_2014-11-13,margarine
3977_2014-02-01,butter milk
4086_2014-01-14,semi-finished bread
3357_2014-06-22,newspapers
2159_2014-10-08,pot plants
2984_2014-09-25,cake bar
1351_2014-01-15,detergent
1359_2014-05-29,frozen fish
3636_2014-08-10,brown bread
3783_2014-04-11,white bread
2807_2014-06-02,newspapers
3960_2014-02-15,whipped/sour cream
4233_2014-06-23,roll products 
3683_2014-10-05,newspapers
4838_2014-09-07,frozen vegetables
2779_2014-01-21,whipped/sour cream
4297_2014-03-02,fruit/vegetable juice
1258_2014-08-09,fruit/vegetable juice
2755_2014-11-25,frozen vegetables
2340_2014-01-17,yogurt
1690_2014-05-09,whipped/sour cream
2592_2014-09-08,grapes
2952_2014-01-12,whipped/sour cream
3246_2014-12-25,root vegetables
1900_2014-03-15,vinegar
3414_2014-05-22,whole milk
1153_2014-08-10,whole milk
1751_2014-09-04,herbs
2499_2014-11-01,beverages
2355_2014-02-19,domestic eggs
3660_2014-09-21,rolls/buns
2760_2014-06-20,long life bakery product
1028_2014-04-24,baking powder
4657_2014-04-03,margarine
1569_2014-03-09,bottled beer
3737_2014-07-06,bottled water
3462_2014-10-01,other vegetables
2921_2014-11-18,frozen vegetables
1111_2014-03-03,frozen vegetables
1261_2014-10-06,domestic eggs
1572_2014-03-31,berries
1811_2014-06-02,other vegetables
3287_2014-11-12,vinegar
1020_2014-07-19,butter
2374_2014-09-16,rolls/buns
2252_2014-03-10,brown bread
1312_2014-11-12,waffles
1045_2014-01-12,yogurt
1275_2014-01-18,domestic eggs
4241_2014-10-02,yogurt
1116_2014-06-22,butter milk
1356_2014-08-17,butter milk
2354_2014-01-06,rolls/buns
4045_2014-07-30,coffee
3189_2014-04-16,pot plants
3515_2014-05-31,brown bread
1169_2014-01-25,whole milk
2299_2014-08-04,shopping bags
3539_2014-11-07,whipped/sour cream
2389_2014-06-06,frozen vegetables
1487_2014-11-02,butter
4698_2014-01-20,rolls/buns
3335_2014-09-05,canned fish
1065_2014-01-14,whole milk
2879_2014-06-27,herbs
1451_2014-08-28,bottled water
1947_2014-01-07,berries
4364_2014-04-13,frozen vegetables
4477_2014-10-14,newspapers
1150_2014-09-06,rolls/buns
2873_2014-05-23,whole milk
3040_2014-10-11,frozen meals
4862_2014-06-08,tropical fruit
2795_2014-06-27,soda
2254_2014-01-30,frozen vegetables
2066_2014-12-29,yogurt
3180_2014-11-09,flour
1205_2014-08-12,bottled water
4040_2014-11-14,margarine
4760_2014-10-16,curd
2357_2014-06-05,frozen vegetables
1507_2014-05-24,domestic eggs
1870_2014-06-10,yogurt
3900_2014-08-05,curd
3627_2014-07-06,butter
2098_2014-08-02,rolls/buns
2242_2014-04-27,napkins
3444_2014-01-07,syrup
2437_2014-06-24,butter milk
2267_2014-06-10,instant coffee
3930_2014-05-31,curd
1964_2014-03-18,hygiene articles
4362_2014-01-14,rolls/buns
2339_2014-05-20,whole milk
1663_2014-02-24,soft cheese
2384_2014-01-14,rolls/buns
3013_2014-04-19,domestic eggs
3765_2014-04-01,whole milk
1446_2014-05-07,bottled water
2135_2014-02-15,newspapers
4872_2014-06-01,softener
4817_2014-05-14,candles
2571_2014-07-07,long life bakery product
4338_2014-07-07,salty snack
2760_2014-04-01,domestic eggs
4564_2014-10-11,bottled beer
1862_2014-05-21,oil
4155_2014-09-10,whole milk
2965_2014-01-04,white bread
4854_2014-01-12,domestic eggs
3349_2014-01-18,liquor
3416_2014-04-05,bottled beer
1466_2014-08-23,white bread
1032_2014-09-23,whole milk
4489_2014-05-24,bottled water
3862_2014-03-14,onions
1181_2014-07-13,oil
4772_2014-06-08,curd
3612_2014-05-31,yogurt
3266_2014-10-07,margarine
4969_2014-01-07,salty snack
1035_2014-08-15,white wine
2917_2014-04-22,waffles
2861_2014-10-25,whole milk
3247_2014-08-09,pastry
3913_2014-05-06,bottled beer
3877_2014-06-20,cat food
1129_2014-11-14,yogurt
2605_2014-06-02,other vegetables
2308_2014-09-10,yogurt
1412_2014-06-20,newspapers
3743_2014-01-06,soda
2937_2014-10-06,shopping bags
1932_2014-07-06,bottled beer
3857_2014-04-03,hard cheese
3810_2014-07-21,margarine
1241_2014-08-14,pasta
1607_2014-10-12,shopping bags
3854_2014-06-26,sweet spreads
4509_2014-07-30,rolls/buns
2654_2014-08-08,soda
2511_2014-10-04,artif. sweetener
4337_2014-04-27,coffee
2993_2014-07-08,butter milk
3138_2014-12-28,rolls/buns
1057_2014-01-06,domestic eggs
2125_2014-04-02,chewing gum
4137_2014-07-23,canned fish
4761_2014-11-24,white bread
1162_2014-03-28,berries
1761_2014-02-26,dish cleaner
3507_2014-07-20,newspapers
3104_2014-02-06,bottled beer
2070_2014-04-27,domestic eggs
4266_2014-02-19,margarine
4187_2014-05-04,soda
3297_2014-05-29,fruit/vegetable juice
2618_2014-01-05,whipped/sour cream
3895_2014-06-02,soda
4657_2014-09-21,rolls/buns
2042_2014-04-17,shopping bags
1342_2014-04-03,rolls/buns
2784_2014-05-26,whipped/sour cream
4110_2014-01-25,yogurt
2908_2014-04-27,yogurt
3489_2014-08-26,margarine
1335_2014-01-03,dishes
2718_2014-02-07,root vegetables
1153_2014-03-28,rolls/buns
4165_2014-04-03,brown bread
3769_2014-01-31,yogurt
1733_2014-02-27,rolls/buns
2290_2014-12-23,margarine
2669_2014-03-24,rolls/buns
4515_2014-03-06,sugar
4875_2014-04-15,bottled beer
3437_2014-10-31,frozen vegetables
1494_2014-05-16,hard cheese
4505_2014-12-30,root vegetables
2440_2014-11-10,domestic eggs
2603_2014-06-28,yogurt
4629_2014-11-23,pickled vegetables
3382_2014-04-01,yogurt
4509_2014-06-06,liquor
1510_2014-10-13,frozen meals
2470_2014-12-12,oil
4487_2014-04-08,hygiene articles
4574_2014-11-22,bottled beer
4005_2014-05-13,mustard
1379_2014-06-11,oil
3830_2014-10-12,ice cream
4812_2014-06-09,other vegetables
3956_2014-01-01,shopping bags
4234_2014-10-01,beverages
3180_2014-07-30,whole milk
3300_2014-07-31,rolls/buns
4287_2014-07-20,pasta
1628_2014-02-10,margarine
